Paper_ID,DOI,Affiliation_ID,Year,Keyword,AffiliationGroup,ListedAffiliation,Author,Author_ID
4743,10.1890/04-1730,1,2005,NoMatch,Unmatched,1University1,"Quay, PD",10464
4744,10.1890/05-0598,1,2005,NoMatch,Unmatched,1University1,"Scott, DE",10466
4744,10.1890/05-0598,1,2005,NoMatch,Unmatched,1University1,"Kilpatrick, AM",10467
4744,10.1890/05-0598,1,2005,NoMatch,Unmatched,1University1,"Faggioni, C",10468
4744,10.1890/05-0598,1,2005,NoMatch,Unmatched,1University1,"Gibbons, JW",2372
4744,10.1890/05-0598,1,2005,NoMatch,Unmatched,1University1,"Porter, D",10469
4746,10.1890/05-0460,1,2005,NoMatch,Unmatched,1University1,"Aukema, JE",10474
4747,10.1890/05-0150,1,2005,NoMatch,Unmatched,1University1,"Knorr, M",10476
4747,10.1890/05-0150,1,2005,NoMatch,Unmatched,1University1,"Curtis, PS",10477
4751,10.1890/05-0209,1,2005,NoMatch,Unmatched,1University1,"Lounibos, LP",10189
4751,10.1890/05-0209,1,2005,NoMatch,Unmatched,1University1,"Higgs, S",10485
4751,10.1890/05-0209,1,2005,NoMatch,Unmatched,1University1,"Juliano, SA",10486
4753,10.1890/05-0371,1,2005,NoMatch,Unmatched,"Univ Gottingen, D-37073 Gottingen, Germany","Tylianakis, JM",10489
4753,10.1890/05-0371,1,2005,NoMatch,Unmatched,"Univ Gottingen, D-37073 Gottingen, Germany","Klein, AM",10490
4753,10.1890/05-0371,1,2005,NoMatch,Unmatched,"Univ Gottingen, D-37073 Gottingen, Germany","Tscharntke, T",10491
4754,10.1890/04-1960,1,2005,NoMatch,Unmatched,1University1,"Roslin, T",10493
4755,10.1890/04-1187,1,2005,NoMatch,Unmatched," Stanford Univ, Stanford, CA 94305 USA","Tuljapurkar, S",10052
4757,10.1890/04-1951,3,2005,NoMatch,Unmatched,"Warren Wilson Coll, Asheville, NC 28815 USA","Megonigal, JP",10059
4760,10.1890/05-0479,1,2005,NoMatch,Unmatched,1University1,"Ruiz, GM",10504
4760,10.1890/05-0479,1,2005,NoMatch,Unmatched,1University1,"Hines, AH",10505
4760,10.1890/05-0479,1,2005,NoMatch,Unmatched,1University1,"Jivoff, P",10506
4761,10.1890/04-1620,1,2005,NoMatch,Unmatched,1University1,"Heibo, E",10507
4761,10.1890/04-1620,1,2005,NoMatch,Unmatched,1University1,"Magnhagen, C",10508
4761,10.1890/04-1620,1,2005,NoMatch,Unmatched,1University1,"Vollestad, LA",10509
4762,10.1890/05-0032,1,2005,NoMatch,Unmatched,1University1,"Winnie, J",10511
4762,10.1890/05-0032,1,2005,NoMatch,Unmatched,1University1,"Maxwell, B",10512
4762,10.1890/05-0032,1,2005,NoMatch,Unmatched,1University1,"Hamlin, K",10513
4765,10.1890/04-1401,1,2005,NoMatch,Unmatched,"Landcare Res, Dunedin, New Zealand","Efford, MG",10519
4766,10.1890/05-1881,1,2005,NoMatch,Unmatched,1University1,"Pradel, R",10521
4766,10.1890/05-1881,1,2005,NoMatch,Unmatched,1University1,"Jenni, L",10522
4766,10.1890/05-1881,1,2005,NoMatch,Unmatched,1University1,"Lebreton, JD",10523
4767,,1,2005,NoMatch,Unmatched,1University1,"Tewfik, A",10524
4767,,1,2005,NoMatch,Unmatched,1University1,"Rasmussen, JB",10525
4767,,1,2005,NoMatch,Unmatched,1University1,"McCann, KS",10526
4769,10.1890/05-0290,1,2005,NoMatch,Unmatched,"Univ Calif Davis, Davis, CA 95616 USA","Stamps, J",10528
4771,10.1890/04-1852,1,2005,NoMatch,Unmatched,1University1,"Flemming, JM",10533
4771,10.1890/04-1852,1,2005,NoMatch,Unmatched,1University1,"Myers, RA",10534
4772,10.1890/05-0562,1,2005,NoMatch,Unmatched,1University1,"Hobson, KA",10536
4772,10.1890/05-0562,1,2005,NoMatch,Unmatched,1University1,"Bailleul, FR",10537
4772,10.1890/05-0562,1,2005,NoMatch,Unmatched,1University1,"Groscolas, R",10538
4774,10.1890/05-0246,1,2005,NoMatch,Unmatched,1University1,"Raouf, SA",10543
4774,10.1890/05-0246,1,2005,NoMatch,Unmatched,1University1,"Smith, LC",10544
4774,10.1890/05-0246,1,2005,NoMatch,Unmatched,1University1,"Wingfield, JC",10545
4775,10.1890/04-1847,1,2005,NoMatch,Unmatched,1University1,"Petchey, OL",10547
4775,10.1890/04-1847,1,2005,NoMatch,Unmatched,1University1,"Cassey, P",10548
4775,10.1890/04-1847,1,2005,NoMatch,Unmatched,1University1,"Gaston, KJ",10549
4780,10.1890/05-0118,1,2005,NoMatch,Unmatched,1University1,"Irwin, RE",10561
4781,10.1890/05-0219,1,2005,NoMatch,Unmatched,1University1,"Kotanen, PM",10562
4781,10.1890/05-0219,1,2005,NoMatch,Unmatched,1University1,"Mitchell, CE",10563
4781,10.1890/05-0219,1,2005,NoMatch,Unmatched,1University1,"Power, AG",10564
4781,10.1890/05-0219,1,2005,NoMatch,Unmatched,1University1,"Godsoe, W",10565
4781,10.1890/05-0219,1,2005,NoMatch,Unmatched,1University1,"Klironomos, J",10566
4783,10.1890/05-0304,1,2005,NoMatch,Unmatched,1University1,"Chesson, P",10570
4783,10.1890/05-0304,1,2005,NoMatch,Unmatched,1University1,"Barnes, N",10571
4790,10.1890/04-1806,2,2005,NoMatch,Unmatched," Univ Fed Parana, Dept Fis, BR-81531990 Curitiba, Parana, Brazil","Viswanathan, GM",10588
4790,10.1890/04-1806,2,2005,NoMatch,Unmatched," Univ Fed Alagoas, Dept Fis, BR-57072970 Maceio, AL, Brazil","Catalan, J",10589
4792,10.1890/05-0586,1,2005,NoMatch,Unmatched,1University1,"Kull, T",10591
4792,10.1890/05-0586,1,2005,NoMatch,Unmatched,1University1,"Tali, K",10592
4795,10.1890/05-0203,1,2005,NoMatch,Unmatched," Direct Rech Faune, Quebec City, PQ G1R 5V7, Canada","Ouellet, JP",10597
4796,10.1890/05-0760,1,2005,NoMatch,Unmatched,1University1,"Smith, MD",10600
4796,10.1890/05-0760,1,2005,NoMatch,Unmatched,1University1,"Burger, LW",10601
4801,10.1890/05-0045,1,2005,NoMatch,Unmatched,1University1,"MacIntyre, IG",10609
4801,10.1890/05-0045,1,2005,NoMatch,Unmatched,1University1,"Lewis, SA",10610
4801,10.1890/05-0045,1,2005,NoMatch,Unmatched,1University1,"Hilbun, NL",10611
4803,10.1890/04-1866,1,2005,NoMatch,Unmatched,1University1,"Gault, A",10615
4803,10.1890/04-1866,1,2005,NoMatch,Unmatched,1University1,"Cherel, Y",10535
4804,10.1890/04-1632,1,2005,NoMatch,Unmatched,1University1,"Hyvarinen, M",10617
4804,10.1890/04-1632,1,2005,NoMatch,Unmatched,1University1,"Backor, M",10618
4805,10.1890/04-1283,1,2005,NoMatch,Unmatched,1University1,"Lokvam, J",10620
4805,10.1890/04-1283,1,2005,NoMatch,Unmatched,1University1,"Rudolph, K",10621
4805,10.1890/04-1283,1,2005,NoMatch,Unmatched,1University1,"Bromberg, K",10622
4805,10.1890/04-1283,1,2005,NoMatch,Unmatched,1University1,"Sackett, TE",10623
4805,10.1890/04-1283,1,2005,NoMatch,Unmatched,1University1,"Wright, L",10624
4805,10.1890/04-1283,1,2005,NoMatch,Unmatched,1University1,"Brenes-Arguedas, T",10625
4805,10.1890/04-1283,1,2005,NoMatch,Unmatched,1University1,"Dvorett, D",10626
4805,10.1890/04-1283,1,2005,NoMatch,Unmatched,1University1,"Ring, S",10627
4805,10.1890/04-1283,1,2005,NoMatch,Unmatched,1University1,"Clark, A",10628
4805,10.1890/04-1283,1,2005,NoMatch,Unmatched,1University1,"Baptiste, C",10629
4805,10.1890/04-1283,1,2005,NoMatch,Unmatched,1University1,"Pennington, RT",10630
4805,10.1890/04-1283,1,2005,NoMatch,Unmatched,1University1,"Kursar, TA",9657
4806,10.1890/04-1281,1,2005,NoMatch,Unmatched,1University1,"Forchhammer, MC",10631
4806,10.1890/04-1281,1,2005,NoMatch,Unmatched,1University1,"Post, E",10632
4806,10.1890/04-1281,1,2005,NoMatch,Unmatched,1University1,"Berg, TBG",10633
4806,10.1890/04-1281,1,2005,NoMatch,Unmatched,1University1,"Hoye, TT",10634
4806,10.1890/04-1281,1,2005,NoMatch,Unmatched,1University1,"Schmidt, NM",10635
4810,10.1890/04-1325,1,2005,NoMatch,Unmatched,1University1,"Clark, CJ",10642
4810,10.1890/04-1325,1,2005,NoMatch,Unmatched,1University1,"Poulsen, JR",10643
4810,10.1890/04-1325,1,2005,NoMatch,Unmatched,1University1,"Connor, EF",2242
4810,10.1890/04-1325,1,2005,NoMatch,Unmatched,1University1,"Parker, VT",10644
4815,10.1890/04-1282,1,2005,NoMatch,Unmatched,1University1,"Cole, JJ",10649
4815,10.1890/04-1282,1,2005,NoMatch,Unmatched,1University1,"Pace, ML",10650
4815,10.1890/04-1282,1,2005,NoMatch,Unmatched,1University1,"Van de Bogert, M",10651
4815,10.1890/04-1282,1,2005,NoMatch,Unmatched,1University1,"Bade, DL",10652
4815,10.1890/04-1282,1,2005,NoMatch,Unmatched,1University1,"Bastviken, D",10653
4815,10.1890/04-1282,1,2005,NoMatch,Unmatched,1University1,"Gille, CM",10654
4815,10.1890/04-1282,1,2005,NoMatch,Unmatched,1University1,"Hodgson, JR",10655
4815,10.1890/04-1282,1,2005,NoMatch,Unmatched,1University1,"Kitchell, JF",10656
4815,10.1890/04-1282,1,2005,NoMatch,Unmatched,1University1,"Kritzberg, ES",10657
4816,10.1890/04-1714,1,2005,NoMatch,Unmatched,1University1,"Gace, A",10659
4816,10.1890/04-1714,1,2005,NoMatch,Unmatched,1University1,"Fry, B",2304
4817,10.1890/04-1805,1,2005,NoMatch,Unmatched,"Univ Sydney, Sydney, NSW 2006, Australia","Brown, GP",10390
4817,10.1890/04-1805,1,2005,NoMatch,Unmatched,"Univ Sydney, Sydney, NSW 2006, Australia","Shine, R",10391
4818,10.1890/04-1249,1,2005,NoMatch,Unmatched,1University1,"Preisser, EL",10086
4819,10.1890/04-1830,1,2005,NoMatch,Unmatched,1University1,"Lepczyk, CA",10662
4819,10.1890/04-1830,1,2005,NoMatch,Unmatched,1University1,"Iyer, M",10663
4824,10.1890/04-1955,1,2005,NoMatch,Unmatched,1University1,"Bailey, JK",10672
4824,10.1890/04-1955,1,2005,NoMatch,Unmatched,1University1,"Hart, SC",10673
4824,10.1890/04-1955,1,2005,NoMatch,Unmatched,1University1,"Whitham, TG",2358
4825,,1,2005,NoMatch,Unmatched,1University1,"Reche, I",10674
4825,,1,2005,NoMatch,Unmatched,1University1,"Pulido-Villena, E",10675
4825,,1,2005,NoMatch,Unmatched,1University1,"Morales-Baquero, R",10676
4825,,1,2005,NoMatch,Unmatched,1University1,"Casamayor, EO",10677
4826,10.1890/05-0004,1,2005,NoMatch,Unmatched,"Univ Calif Irvine, Irvine, CA 92717 USA","Hawkins, BA",9170
4826,10.1890/05-0004,1,2005,NoMatch,Unmatched," Cornell Univ, Ithaca, NY 14853 USA","Agrawal, AA",9985
4827,10.1890/04-1910,1,2005,NoMatch,Unmatched,1University1,"O'Brien, EM",10679
4827,10.1890/04-1910,1,2005,NoMatch,Unmatched,1University1,"Whittaker, RJ",10680
4829,10.1890/04-1056,1,2005,NoMatch,Unmatched,1University1,"Crame, JA",10685
4829,10.1890/04-1056,1,2005,NoMatch,Unmatched,1University1,"Stuart, CT",10686
4829,10.1890/04-1056,1,2005,NoMatch,Unmatched,1University1,"Clarke, A",10687
4835,10.1890/05-0038,1,2005,NoMatch,Unmatched,1University1,"Cooper, DV",10698
4835,10.1890/05-0038,1,2005,NoMatch,Unmatched,1University1,"Levin, SA",4334
4836,10.1890/05-0141,1,2005,NoMatch,Unmatched,1University1,"Boni, ME",10700
4836,10.1890/05-0141,1,2005,NoMatch,Unmatched,1University1,"Daily, GC",10701
4836,10.1890/05-0141,1,2005,NoMatch,Unmatched,1University1,"Ackerly, D",10702
4843,10.1890/04-0791,1,2005,NoMatch,Unmatched,1University1,"Vander Wall, SB",10725
4846,10.1890/04-1956,1,2005,NoMatch,Unmatched,1University1,"Baraloto, C",9565
4846,10.1890/04-1956,1,2005,NoMatch,Unmatched,1University1,"Goldberg, DE",10728
4846,10.1890/04-1956,1,2005,NoMatch,Unmatched,1University1,"Bonal, D",10729
4848,10.1890/04-1184,1,2005,NoMatch,Unmatched,1University1,"Valett, HM",10732
4848,10.1890/04-1184,1,2005,NoMatch,Unmatched,1University1,"Thomas, SA",10733
4848,10.1890/04-1184,1,2005,NoMatch,Unmatched,1University1,"Webster, JR",10734
4852,10.1890/04-1738,1,2005,NoMatch,Unmatched,1University1,"Wedekind, C",10739
4852,10.1890/04-1738,1,2005,NoMatch,Unmatched,1University1,"Muller, R",10740
4854,10.1890/04-1799,1,2005,NoMatch,Unmatched,1University1,"Doherty, PF",10744
4854,10.1890/04-1799,1,2005,NoMatch,Unmatched,1University1,"Nichols, JD",9323
4856,,1,2005,NoMatch,Unmatched,1University1,"Wakefield, AE",10746
4856,,1,2005,NoMatch,Unmatched,1University1,"Gotelli, NJ",10747
4856,,1,2005,NoMatch,Unmatched,1University1,"Wittman, SE",10748
4856,,1,2005,NoMatch,Unmatched,1University1,"Ellison, AM",10011
4857,10.1890/05-0003,1,2005,NoMatch,Unmatched,"Univ Toronto, Toronto, ON, Canada","Fortin, MJ",10749
4857,10.1890/05-0003,1,2005,NoMatch,Unmatched,"Univ Toronto, Toronto, ON, Canada","Agrawal, AA",9985
4862,10.1890/04-0906,1,2005,NoMatch,Unmatched,1University1,"Lindenmayer, DB",10753
4862,10.1890/04-0906,1,2005,NoMatch,Unmatched,1University1,"Elith, J",10754
4863,10.1890/03-8028,1,2005,NoMatch,Unmatched,1University1,"Hochachka, WM",10756
4863,10.1890/03-8028,1,2005,NoMatch,Unmatched,1University1,"Butcher, G",10757
4863,10.1890/03-8028,1,2005,NoMatch,Unmatched,1University1,"Dhondt, AA",2090
4864,10.1890/05-0067,1,2005,NoMatch,Unmatched,1University1,"Adler, PB",10758
4864,10.1890/05-0067,1,2005,NoMatch,Unmatched,1University1,"White, EP",10759
4864,10.1890/05-0067,1,2005,NoMatch,Unmatched,1University1,"Lauenroth, WK",10760
4864,10.1890/05-0067,1,2005,NoMatch,Unmatched,1University1,"Kaufman, DM",10761
4864,10.1890/05-0067,1,2005,NoMatch,Unmatched,1University1,"Rassweiler, A",10762
4864,10.1890/05-0067,1,2005,NoMatch,Unmatched,1University1,"Rusak, JA",10763
4867,10.1890/04-1657,1,2005,NoMatch,Unmatched,1University1,"McWilliams, JP",10768
4867,10.1890/04-1657,1,2005,NoMatch,Unmatched,1University1,"Gill, JA",10769
4867,10.1890/04-1657,1,2005,NoMatch,Unmatched,1University1,"Sutherland, WJ",10770
4867,10.1890/04-1657,1,2005,NoMatch,Unmatched,1University1,"Watkinson, AR",10771
4870,10.1890/04-1399,1,2005,NoMatch,Unmatched,1University1,"Schutz, K",10778
4870,10.1890/04-1399,1,2005,NoMatch,Unmatched,1University1,"Haubert, D",10779
4870,10.1890/04-1399,1,2005,NoMatch,Unmatched,1University1,"Haggblom, MM",10780
4870,10.1890/04-1399,1,2005,NoMatch,Unmatched,1University1,"Kandeler, E",10781
4870,10.1890/04-1399,1,2005,NoMatch,Unmatched,1University1,"Scheu, S",10418
4873,10.1890/04-1161,1,2005,NoMatch,Unmatched,1University1,"Bradburn, M",10787
4873,10.1890/04-1161,1,2005,NoMatch,Unmatched,1University1,"Cole, DH",10788
4873,10.1890/04-1161,1,2005,NoMatch,Unmatched,1University1,"Blaney, BH",10789
4873,10.1890/04-1161,1,2005,NoMatch,Unmatched,1University1,"Raguso, RA",10790
4877,10.1890/04-1269,1,2005,NoMatch,Unmatched,1University1,"White, CA",10798
4877,10.1890/04-1269,1,2005,NoMatch,Unmatched,1University1,"Nietvelt, CG",10799
4877,10.1890/04-1269,1,2005,NoMatch,Unmatched,1University1,"McKenzie, JA",10800
4877,10.1890/04-1269,1,2005,NoMatch,Unmatched,1University1,"Hurd, TE",10801
4877,10.1890/04-1269,1,2005,NoMatch,Unmatched,1University1,"Fryxell, JM",10802
4877,10.1890/04-1269,1,2005,NoMatch,Unmatched,1University1,"Bayley, SE",10803
4877,10.1890/04-1269,1,2005,NoMatch,Unmatched,1University1,"Paquet, PC",10804
4879,10.1890/03-0738,1,2005,NoMatch,Unmatched,1University1,"Duncan, RP",10808
4879,10.1890/03-0738,1,2005,NoMatch,Unmatched,1University1,"Tustin, KG",10809
4879,10.1890/03-0738,1,2005,NoMatch,Unmatched,1University1,"Gaillard, JM",10810
4882,10.1890/04-1588,1,2005,NoMatch,Unmatched,1University1,"De Vries, MB",10818
4882,10.1890/04-1588,1,2005,NoMatch,Unmatched,1University1,"Low, E",10819
4882,10.1890/04-1588,1,2005,NoMatch,Unmatched,1University1,"Peralta, G",10820
4882,10.1890/04-1588,1,2005,NoMatch,Unmatched,1University1,"Tanczos, C",10821
4882,10.1890/04-1588,1,2005,NoMatch,Unmatched,1University1,"Van de Koppel, J",10822
4882,10.1890/04-1588,1,2005,NoMatch,Unmatched,1University1,"Herman, PMJ",10823
4885,10.1890/04-0772,1,2005,NoMatch,Unmatched,1University1,"Sprules, WG",4897
4885,10.1890/04-0772,1,2005,NoMatch,Unmatched,1University1,"Brunner, J",10830
4886,10.1890/04-1348,1,2005,NoMatch,Unmatched,1University1,"Ferraz, GA",10831
4886,10.1890/04-1348,1,2005,NoMatch,Unmatched,1University1,"Oguge, N",10832
4886,10.1890/04-1348,1,2005,NoMatch,Unmatched,1University1,"Hays, H",10833
4886,10.1890/04-1348,1,2005,NoMatch,Unmatched,1University1,"DiCostanzo, J",10834
4887,10.1890/04-1071,1,2005,NoMatch,Unmatched,1University1,"Anderson, MJ",10836
4887,10.1890/04-1071,1,2005,NoMatch,Unmatched,1University1,"Zunun, G",10837
4888,,1,2005,NoMatch,Unmatched,1University1,"Chazdon, RL",10838
4888,,1,2005,NoMatch,Unmatched,1University1,"Brenes, AR",10839
4888,,1,2005,NoMatch,Unmatched,1University1,"Alvarado, BV",10840
4889,,1,2005,NoMatch,Unmatched,1University1,"Kiflawi, M",9253
4889,,1,2005,NoMatch,Unmatched,1University1,"Spencer, M",10482
4890,10.1890/03-0783,1,2005,NoMatch,Unmatched,"Montana State Univ, Bozeman, MT 59717 USA","Graumlich, LJ",10841
4891,10.1890/03-0784,1,2005,NoMatch,Unmatched,"Emory Univ, Vaccine Res Ctr, 954 Gatewood Dr, Atlanta, GA 30329 USA.","Hairston, NG",10845
4891,10.1890/03-0784,1,2005,NoMatch,Unmatched,1University1,"Kearns, CM",10846
4891,10.1890/03-0784,1,2005,NoMatch,Unmatched,1University1,"Demma, LP",10847
4891,10.1890/03-0784,1,2005,NoMatch,Unmatched,1University1,"Effler, SW",10848
4894,10.1890/03-0787,1,2005,NoMatch,Unmatched,1University1,"Brubaker, LB",10843
4894,10.1890/03-0787,1,2005,NoMatch,Unmatched,1University1,"Lozhkin, AV",10853
4894,10.1890/03-0787,1,2005,NoMatch,Unmatched,1University1,"Anderson, PM",10854
4895,10.1890/03-0788,1,2005,NoMatch,Unmatched,1University1,"Shaw, RG",10856
4895,10.1890/03-0788,1,2005,NoMatch,Unmatched,1University1,"Etterson, JR",10857
4896,10.1890/04-1587,1,2005,NoMatch,Unmatched,1University1,"Reche, I",10674
4896,10.1890/04-1587,1,2005,NoMatch,Unmatched,1University1,"Pulido-Villena, E",10675
4896,10.1890/04-1587,1,2005,NoMatch,Unmatched,1University1,"Morales-Baquero, R",10676
4899,10.1890/04-1673,1,2005,NoMatch,Unmatched,"Univ Vermont, Burlington, VT 05405 USA.","Gotelli, NJ",10747
4899,10.1890/04-1673,1,2005,NoMatch,Unmatched,1University1,"Wakefield, AE",10746
4899,10.1890/04-1673,1,2005,NoMatch,Unmatched,1University1,"Wittman, SE",10748
4899,10.1890/04-1673,1,2005,NoMatch,Unmatched,1University1,"Ellison, AM",10011
4902,10.1890/04-1028,1,2005,NoMatch,Unmatched,"McGill Univ, Redpath Museum, Montreal, PQ H3A 2K6, Canada","Bell, G",10865
4909,10.1890/04-1205,1,2005,NoMatch,Unmatched,1University1,"Barron, SH",10874
4909,10.1890/04-1205,1,2005,NoMatch,Unmatched,1University1,"Bevacqua, CE",10875
4909,10.1890/04-1205,1,2005,NoMatch,Unmatched,1University1,"Finzi, AC",10348
4909,10.1890/04-1205,1,2005,NoMatch,Unmatched,1University1,"Irving, KE",10876
4909,10.1890/04-1205,1,2005,NoMatch,Unmatched,1University1,"Stemmler, EA",10877
4909,10.1890/04-1205,1,2005,NoMatch,Unmatched,1University1,"Schlesinger, WH",4526
4911,10.1890/04-0784,1,2005,NoMatch,Unmatched,1University1,"Kikodze, D",10879
4911,10.1890/04-0784,1,2005,NoMatch,Unmatched,1University1,"Chiboshvili, M",10880
4911,10.1890/04-0784,1,2005,NoMatch,Unmatched,1University1,"Khetsuriani, L",10881
4915,10.1890/04-1045,1,2005,NoMatch,Unmatched,1University1,"Smith, VH",10321
4915,10.1890/04-1045,1,2005,NoMatch,Unmatched,1University1,"Lytle, DA",10890
4915,10.1890/04-1045,1,2005,NoMatch,Unmatched,1University1,"Leibold, MA",10891
4916,10.1890/04-0373,1,2005,NoMatch,Unmatched,1University1,"Vandekerkhove, J",10892
4916,10.1890/04-0373,1,2005,NoMatch,Unmatched,1University1,"Johansson, L",10893
4916,10.1890/04-0373,1,2005,NoMatch,Unmatched,1University1,"Muylaert, K",10894
4916,10.1890/04-0373,1,2005,NoMatch,Unmatched,1University1,"Conde-Porcuna, JM",10895
4916,10.1890/04-0373,1,2005,NoMatch,Unmatched,1University1,"Van der Gucht, K",10896
4916,10.1890/04-0373,1,2005,NoMatch,Unmatched,1University1,"Perez-Martinez, C",10897
4916,10.1890/04-0373,1,2005,NoMatch,Unmatched,1University1,"Lauridsen, T",10898
4916,10.1890/04-0373,1,2005,NoMatch,Unmatched,1University1,"Schwenk, K",10899
4916,10.1890/04-0373,1,2005,NoMatch,Unmatched,1University1,"Zwart, G",10900
4916,10.1890/04-0373,1,2005,NoMatch,Unmatched,1University1,"Rommens, W",10901
4916,10.1890/04-0373,1,2005,NoMatch,Unmatched,1University1,"Lopez-Ramos, J",10902
4916,10.1890/04-0373,1,2005,NoMatch,Unmatched,1University1,"Jeppesen, E",10827
4916,10.1890/04-0373,1,2005,NoMatch,Unmatched,1University1,"Vyverman, W",9204
4916,10.1890/04-0373,1,2005,NoMatch,Unmatched,1University1,"Brendonck, L",10903
4916,10.1890/04-0373,1,2005,NoMatch,Unmatched,1University1,"De Meester, L",10904
4918,10.1890/04-0690,1,2005,NoMatch,Unmatched,"Gulf Maine Res Inst, 350 Commercial St, Portland, ME 04101 USA.","Grabowski, JH",10906
4918,10.1890/04-0690,1,2005,NoMatch,Unmatched,1University1,"Hughes, AR",10907
4918,10.1890/04-0690,1,2005,NoMatch,Unmatched,1University1,"Kimbro, DL",10908
4918,10.1890/04-0690,1,2005,NoMatch,Unmatched,1University1,"Dolan, MA",10909
4923,10.1890/04-1926,1,2005,NoMatch,Unmatched,1University1,"Pugnaire, FI",10919
4923,10.1890/04-1926,1,2005,NoMatch,Unmatched,1University1,"Brooker, RW",10920
4923,10.1890/04-1926,1,2005,NoMatch,Unmatched,1University1,"Choler, P",10921
4923,10.1890/04-1926,1,2005,NoMatch,Unmatched,1University1,"Lortie, CJ",10922
4923,10.1890/04-1926,1,2005,NoMatch,Unmatched,1University1,"Michalet, R",10923
4923,10.1890/04-1926,1,2005,NoMatch,Unmatched,1University1,"Callaway, RM",10878
4928,10.1890/04-1503,1,2005,NoMatch,Unmatched,1University1,"Dayan, T",10931
4928,10.1890/04-1503,1,2005,NoMatch,Unmatched,1University1,"Simberloff, D",2243
4929,10.1890/04-1351,1,2005,NoMatch,Unmatched,1University1,"Kendall, BE",10933
4929,10.1890/04-1351,1,2005,NoMatch,Unmatched,1University1,"Nisbet, RM",10934
4929,10.1890/04-1351,1,2005,NoMatch,Unmatched,1University1,"Bennett, WA",10935
4930,10.1890/04-0896,1,2005,NoMatch,Unmatched,1University1,"Picha, ME",10937
4930,10.1890/04-0896,1,2005,NoMatch,Unmatched,1University1,"Gilliam, JF",10938
4930,10.1890/04-0896,1,2005,NoMatch,Unmatched,1University1,"Borski, RJ",10939
4932,10.1890/04-1502,1,2005,NoMatch,Unmatched,1University1,"Saether, BE",10268
4932,10.1890/04-1502,1,2005,NoMatch,Unmatched,1University1,"Engen, S",10942
4932,10.1890/04-1502,1,2005,NoMatch,Unmatched,1University1,"Solberg, EJ",10267
4932,10.1890/04-1502,1,2005,NoMatch,Unmatched,1University1,"Linnell, JDC",10943
4932,10.1890/04-1502,1,2005,NoMatch,Unmatched,1University1,"Andersen, R",10944
4932,10.1890/04-1502,1,2005,NoMatch,Unmatched,1University1,"Broseth, H",10945
4932,10.1890/04-1502,1,2005,NoMatch,Unmatched,1University1,"Lund, E",10946
4935,10.1890/04-0234,1,2005,NoMatch,Unmatched,1University1,"Anderson, MJ",10836
4935,10.1890/04-0234,1,2005,NoMatch,Unmatched,1University1,"Babcock, RC",10954
4940,10.1890/04-0520,2,2005,NoMatch,Unmatched," HS Sygeplejerskeuddannelsen, DK-2400 Copenhagen, Denmark","Bay, C",10966
4944,10.1890/04-1196,1,2005,NoMatch,Unmatched,1University1,"Chesson, P",10570
4944,10.1890/04-1196,1,2005,NoMatch,Unmatched,1University1,"Harrison, S",10254
4944,10.1890/04-1196,1,2005,NoMatch,Unmatched,1University1,"Inouye, BD",10970
4944,10.1890/04-1196,1,2005,NoMatch,Unmatched,1University1,"Melbourne, BA",10971
4944,10.1890/04-1196,1,2005,NoMatch,Unmatched,1University1,"Rice, KJ",10972
4946,10.1890/04-1099,1,2005,NoMatch,Unmatched,1University1,"Thrush, SE",10974
4946,10.1890/04-1099,1,2005,NoMatch,Unmatched,1University1,"Halliday, J",10975
4946,10.1890/04-1099,1,2005,NoMatch,Unmatched,1University1,"Duffy, C",10976
4949,10.1890/04-1331,1,2005,NoMatch,Unmatched,"Univ Sydney, Sydney, NSW 2006, Australia.","Langkilde, T",10980
4949,10.1890/04-1331,1,2005,NoMatch,Unmatched,1University1,"Lance, VA",10981
4949,10.1890/04-1331,1,2005,NoMatch,Unmatched,1University1,"Shine, R",10391
4950,10.1890/04-1456,1,2005,NoMatch,Unmatched,1University1,"Ellison, AM",10011
4950,10.1890/04-1456,1,2005,NoMatch,Unmatched,1University1,"Agrawal, AA",9985
4953,10.1890/04-1060,1,2005,NoMatch,Unmatched,1University1,"Nichols, JD",9323
4953,10.1890/04-1060,1,2005,NoMatch,Unmatched,1University1,"Sutton, N",10988
4953,10.1890/04-1060,1,2005,NoMatch,Unmatched,1University1,"Kawanishi, K",10989
4953,10.1890/04-1060,1,2005,NoMatch,Unmatched,1University1,"Bailey, LL",10990
4955,10.1890/04-0606,1,2005,NoMatch,Unmatched,1University1,"Brush, GS",10992
4955,10.1890/04-0606,1,2005,NoMatch,Unmatched,1University1,"Parlange, MB",10993
4959,10.1890/04-0917,1,2005,NoMatch,Unmatched,1University1,"Hartnoll, RG",10999
4959,10.1890/04-0917,1,2005,NoMatch,Unmatched,1University1,"Ruwa, RK",11000
4959,10.1890/04-0917,1,2005,NoMatch,Unmatched,1University1,"Shunula, JP",11001
4959,10.1890/04-0917,1,2005,NoMatch,Unmatched,1University1,"Vannini, M",11002
4959,10.1890/04-0917,1,2005,NoMatch,Unmatched,1University1,"Cannicci, S",11003
4960,10.1890/03-3187,1,2005,NoMatch,Unmatched,1University1,"Fridley, JD",9685
4960,10.1890/03-3187,1,2005,NoMatch,Unmatched,1University1,"Peet, RK",2447
4960,10.1890/03-3187,1,2005,NoMatch,Unmatched,1University1,"Wentworth, TR",11004
